travel_score,shopping_score,dining_score,fuel_score,groceries_score,income,preferred_bank,target_card
25,32,10,5,27,35000,Citibank,Cashback Credit Card
3,22,11,31,32,120000,SBI,SimplyCLICK Credit Card
31,3,46,14,7,120000,Axis,Flipkart Axis Bank Credit Card
25,35,13,17,9,120000,SBI,Elite Credit Card
36,22,28,9,5,200000,Axis,Ace Credit Card
31,24,20,22,3,75000,Kotak,PVR Platinum Credit Card
25,6,29,18,23,120000,Yes Bank,YES First Business Credit Card
34,7,7,51,2,120000,Yes Bank,YES First Business Credit Card
10,4,39,8,38,35000,HDFC,Tata Neu Infinity Credit Card
24,7,33,4,32,75000,SBI,SimplyCLICK Credit Card
24,8,22,32,14,35000,Axis,Flipkart Axis Bank Credit Card
29,20,35,10,5,35000,IDFC First,First Classic Credit Card
28,41,23,7,0,75000,IDFC First,Vistara Infinite Credit Card
30,27,16,0,26,50000,ICICI,PVR Platinum Credit Card
41,9,5,19,26,50000,Kotak,League Platinum Credit Card
26,9,10,54,1,35000,Citibank,Cashback Credit Card
30,14,16,21,19,25000,Standard Chartered,Super Value Titanium Credit Card
28,22,20,25,4,120000,Citibank,Cashback Credit Card
10,17,35,10,27,120000,Yes Bank,YES First Business Credit Card
25,24,9,7,36,200000,Yes Bank,First Wealth Credit Card
0,21,26,46,6,75000,Standard Chartered,Super Value Titanium Credit Card
17,27,19,31,6,200000,Kotak,White Credit Card
20,19,2,39,20,25000,ICICI,Amazon Pay Credit Card
12,29,29,14,17,75000,SBI,SimplyCLICK Credit Card
16,5,17,40,22,35000,IDFC First,First Classic Credit Card
20,11,15,28,27,25000,Standard Chartered,Super Value Titanium Credit Card
25,12,24,13,26,120000,Axis,Ace Credit Card
12,21,27,17,23,35000,RBL,BankBazaar Credit Card
6,10,32,30,22,50000,Citibank,Cashback Credit Card
15,26,40,11,7,200000,SBI,Elite Credit Card
6,25,5,30,35,25000,Citibank,Flipkart Axis Bank Credit Card
19,30,17,30,4,120000,Yes Bank,YES First Business Credit Card
21,7,17,29,26,120000,SBI,SimplyCLICK Credit Card
33,20,18,1,28,75000,Citibank,Cashback Credit Card
1,20,22,36,21,200000,IDFC First,First Wealth Credit Card
23,9,22,32,13,35000,Standard Chartered,Super Value Titanium Credit Card
24,25,25,16,11,25000,ICICI,Coral Credit Card
12,25,33,27,2,25000,RBL,BankBazaar Credit Card
24,25,3,2,47,75000,HDFC,Millennia Credit Card
12,19,27,33,9,25000,SBI,SimplyCLICK Credit Card
21,12,26,8,33,75000,SBI,League Platinum Credit Card
8,12,8,24,49,50000,SBI,BPCL Octane Credit Card
19,20,23,17,20,50000,RBL,BankBazaar Credit Card
13,31,19,29,8,200000,Kotak,White Credit Card
19,24,20,19,17,25000,Standard Chartered,Super Value Titanium Credit Card
14,34,33,7,12,75000,Kotak,White Credit Card
8,21,11,30,29,50000,Kotak,White Credit Card
7,7,32,28,26,120000,Standard Chartered,Diners Club Black
46,1,32,1,20,25000,Kotak,Super Value Titanium Credit Card
10,46,31,9,3,75000,RBL,Vistara Infinite Credit Card
21,20,23,29,7,75000,Standard Chartered,Super Value Titanium Credit Card
20,20,15,34,11,75000,Axis,Ace Credit Card
2,36,12,24,26,75000,Axis,Flipkart Axis Bank Credit Card
40,33,7,10,10,120000,Citibank,Cashback Credit Card
28,23,31,15,3,120000,Yes Bank,Vistara Infinite Credit Card
30,16,33,2,19,35000,Citibank,Amazon Pay Credit Card
11,26,5,25,33,25000,IDFC First,First Classic Credit Card
47,17,22,11,2,25000,Kotak,PVR Platinum Credit Card
47,31,0,16,6,200000,Yes Bank,YES First Business Credit Card
14,31,16,14,25,25000,Citibank,Flipkart Axis Bank Credit Card
28,9,32,15,16,25000,Axis,Flipkart Axis Bank Credit Card
21,29,19,3,28,25000,HDFC,Amazon Pay Credit Card
9,34,2,30,25,50000,Kotak,PVR Platinum Credit Card
13,11,31,19,26,35000,Standard Chartered,Super Value Titanium Credit Card
21,18,38,2,22,35000,SBI,SimplyCLICK Credit Card
27,41,17,3,12,25000,Yes Bank,BankBazaar Credit Card
9,24,15,28,25,50000,SBI,SimplySAVE Credit Card
42,12,8,15,22,120000,Axis,Flipkart Axis Bank Credit Card
24,9,5,46,16,50000,HDFC,Millennia Credit Card
17,24,8,42,9,25000,SBI,SimplySAVE Credit Card
16,25,16,24,19,120000,IDFC First,Vistara Infinite Credit Card
30,32,15,6,17,120000,ICICI,Amazon Pay Credit Card
16,25,26,20,13,200000,Standard Chartered,Super Value Titanium Credit Card
16,11,20,35,18,50000,RBL,BankBazaar Credit Card
13,3,56,26,1,50000,ICICI,HPCL Super Saver Credit Card
2,34,34,9,21,200000,Yes Bank,YES First Business Credit Card
40,31,16,9,3,25000,IDFC First,First Classic Credit Card
2,27,27,18,26,25000,Yes Bank,Flipkart Axis Bank Credit Card
41,11,2,10,37,25000,Axis,Flipkart Axis Bank Credit Card
14,20,12,16,38,35000,IDFC First,First Classic Credit Card
1,27,22,17,33,25000,Standard Chartered,Super Value Titanium Credit Card
6,11,36,25,22,35000,Citibank,Cashback Credit Card
6,30,15,36,13,200000,IDFC First,Vistara Infinite Credit Card
17,18,50,8,8,120000,Standard Chartered,Super Value Titanium Credit Card
27,1,20,22,30,50000,Citibank,Cashback Credit Card
5,32,9,27,27,25000,IDFC First,First Classic Credit Card
5,1,38,2,53,50000,Yes Bank,YES First Business Credit Card
26,8,4,30,32,25000,Standard Chartered,My Zone Credit Card
26,0,13,35,26,25000,IDFC First,First Classic Credit Card
6,43,6,10,36,200000,Yes Bank,YES First Business Credit Card
23,12,26,29,10,75000,Standard Chartered,Super Value Titanium Credit Card
24,16,24,18,18,120000,Kotak,White Credit Card
1,56,30,8,6,35000,IDFC First,First Classic Credit Card
35,1,26,11,26,200000,Kotak,League Platinum Credit Card
19,30,17,19,14,50000,SBI,BPCL Octane Credit Card
38,1,30,13,18,75000,Axis,Flipkart Axis Bank Credit Card
36,17,21,25,1,35000,Citibank,Cashback Credit Card
46,17,0,12,25,50000,IDFC First,Vistara Infinite Credit Card
2,18,45,29,7,75000,ICICI,Millennia Credit Card
13,22,25,24,15,35000,HDFC,Tata Neu Infinity Credit Card
4,35,11,17,33,120000,Axis,Elite Credit Card
32,5,17,15,30,75000,Yes Bank,Coral Credit Card
20,13,28,14,25,25000,IDFC First,First Classic Credit Card
11,9,41,17,22,25000,IDFC First,First Classic Credit Card
27,30,6,21,16,25000,Kotak,Amazon Pay Credit Card
13,15,35,8,28,120000,Citibank,Cashback Credit Card
41,38,2,10,9,120000,Citibank,Cashback Credit Card
22,9,29,21,18,200000,Kotak,White Credit Card
12,14,26,29,19,25000,Kotak,SimplyCLICK Credit Card
27,2,20,27,25,75000,Kotak,PVR Platinum Credit Card
26,50,1,22,0,200000,Axis,Magnus Credit Card
12,32,16,35,5,35000,Kotak,SimplySAVE Credit Card
22,12,15,35,16,120000,ICICI,Coral Credit Card
25,27,26,20,2,75000,Citibank,Cashback Credit Card
9,17,28,26,21,25000,RBL,BankBazaar Credit Card
28,31,2,27,12,25000,SBI,SimplySAVE Credit Card
23,32,21,2,23,35000,Kotak,PVR Platinum Credit Card
31,27,8,25,9,25000,Yes Bank,Amazon Pay Credit Card
46,27,12,3,12,50000,RBL,BankBazaar Credit Card
28,10,19,12,30,25000,RBL,BankBazaar Credit Card
2,11,35,40,12,200000,Citibank,Cashback Credit Card
32,4,11,5,48,35000,HDFC,Tata Neu Infinity Credit Card
7,3,24,59,8,75000,Axis,Ace Credit Card
38,13,9,1,39,75000,HDFC,BPCL Octane Credit Card
18,32,14,23,13,200000,ICICI,HPCL Super Saver Credit Card
8,18,33,36,6,25000,RBL,BankBazaar Credit Card
25,1,22,17,34,75000,Kotak,PVR Platinum Credit Card
28,34,0,23,15,25000,IDFC First,First Classic Credit Card
33,3,19,10,36,50000,Standard Chartered,Super Value Titanium Credit Card
1,32,28,25,13,50000,Kotak,PVR Platinum Credit Card
21,1,0,23,55,50000,Kotak,PVR Platinum Credit Card
13,41,9,14,23,25000,ICICI,HPCL Super Saver Credit Card
5,32,23,19,19,25000,Citibank,Cashback Credit Card
1,31,33,33,2,75000,IDFC First,First Wealth Credit Card
26,18,5,36,15,75000,ICICI,Amazon Pay Credit Card
17,9,22,26,26,25000,ICICI,Amazon Pay Credit Card
19,9,26,23,22,35000,Standard Chartered,Super Value Titanium Credit Card
29,12,16,31,12,50000,Standard Chartered,Super Value Titanium Credit Card
13,21,7,21,38,120000,Yes Bank,YES First Business Credit Card
4,29,30,31,8,35000,IDFC First,First Classic Credit Card
18,21,14,32,16,75000,Axis,Flipkart Axis Bank Credit Card
36,8,12,6,39,50000,HDFC,BankBazaar Credit Card
31,13,20,25,11,25000,RBL,BankBazaar Credit Card
21,32,23,14,10,50000,HDFC,Millennia Credit Card
18,14,20,31,16,75000,Citibank,Cashback Credit Card
27,27,13,33,1,25000,Axis,Flipkart Axis Bank Credit Card
35,38,13,6,7,200000,SBI,BPCL Octane Credit Card
15,17,24,25,19,25000,IDFC First,First Classic Credit Card
30,27,0,32,10,50000,RBL,BankBazaar Credit Card
19,15,18,39,9,120000,HDFC,Tata Neu Infinity Credit Card
46,4,8,22,21,75000,Standard Chartered,Super Value Titanium Credit Card
30,41,2,6,21,25000,SBI,SimplySAVE Credit Card
14,32,16,32,5,120000,ICICI,Coral Credit Card
17,17,23,12,32,120000,Kotak,White Credit Card
29,3,19,28,21,25000,Citibank,Cashback Credit Card
14,21,48,7,10,35000,Kotak,PVR Platinum Credit Card
8,10,28,39,15,35000,Standard Chartered,Super Value Titanium Credit Card
17,11,25,26,21,75000,Citibank,Cashback Credit Card
40,15,31,1,12,25000,ICICI,Amazon Pay Credit Card
11,25,7,34,23,200000,ICICI,Amazon Pay Credit Card
15,36,29,12,8,35000,SBI,SimplyCLICK Credit Card
7,26,25,16,26,75000,ICICI,Amazon Pay Credit Card
11,4,28,45,12,200000,ICICI,Amazon Pay Credit Card
21,22,28,26,3,25000,Standard Chartered,Super Value Titanium Credit Card
2,27,31,12,28,200000,Yes Bank,YES First Business Credit Card
30,27,19,20,5,25000,Kotak,PVR Platinum Credit Card
29,19,11,29,12,25000,Citibank,Flipkart Axis Bank Credit Card
15,37,3,5,39,75000,Kotak,League Platinum Credit Card
37,10,0,1,53,25000,RBL,Flipkart Axis Bank Credit Card
10,24,44,13,9,120000,ICICI,First Classic Credit Card
13,16,15,29,27,35000,SBI,SimplySAVE Credit Card
21,19,28,13,19,50000,Kotak,League Platinum Credit Card
24,23,2,32,19,200000,Citibank,Cashback Credit Card
25,5,22,26,22,75000,IDFC First,First Classic Credit Card
29,15,15,27,14,25000,IDFC First,First Classic Credit Card
24,22,44,1,9,50000,Yes Bank,YES First Business Credit Card
21,21,21,20,17,75000,IDFC First,First Classic Credit Card
25,10,13,28,25,50000,Citibank,Cashback Credit Card
14,30,39,5,11,75000,RBL,BankBazaar Credit Card
24,20,24,24,8,120000,ICICI,Coral Credit Card
35,16,30,10,8,120000,ICICI,Amazon Pay Credit Card
31,20,24,7,18,75000,HDFC,Tata Neu Infinity Credit Card
20,25,5,25,24,75000,SBI,Elite Credit Card
32,8,11,22,28,200000,ICICI,Amazon Pay Credit Card
31,27,16,24,2,75000,Axis,Flipkart Axis Bank Credit Card
3,37,4,35,20,75000,ICICI,Cashback Credit Card
3,20,11,46,19,25000,Citibank,Cashback Credit Card
34,26,8,26,6,35000,Yes Bank,Cashback Credit Card
36,16,23,7,18,35000,Yes Bank,Ace Credit Card
2,35,24,39,2,50000,Standard Chartered,Super Value Titanium Credit Card
17,26,4,23,30,120000,Citibank,Cashback Credit Card
41,27,8,7,16,50000,Axis,Ace Credit Card
30,11,9,15,35,75000,SBI,BPCL Octane Credit Card
22,13,17,44,4,200000,Standard Chartered,Super Value Titanium Credit Card
6,31,11,20,32,25000,Yes Bank,Amazon Pay Credit Card
14,25,26,5,30,75000,Citibank,Elite Credit Card
14,47,8,22,10,50000,RBL,BankBazaar Credit Card
22,19,19,34,6,75000,HDFC,Regalia Gold
21,15,29,26,9,75000,HDFC,Tata Neu Infinity Credit Card
22,16,40,0,22,200000,Axis,Magnus Credit Card
11,27,18,7,37,120000,HDFC,Tata Neu Infinity Credit Card
51,13,7,29,0,200000,ICICI,Amazon Pay Credit Card
11,32,17,23,18,75000,Axis,Ace Credit Card
26,17,27,8,22,35000,Yes Bank,Millennia Credit Card
11,30,9,43,7,200000,Axis,Elite Credit Card
16,8,26,32,19,50000,Yes Bank,YES First Business Credit Card
33,5,12,43,7,75000,ICICI,Amazon Pay Credit Card
0,39,10,11,40,25000,Axis,Flipkart Axis Bank Credit Card
25,24,26,4,21,35000,HDFC,Tata Neu Infinity Credit Card
53,10,2,27,9,75000,Kotak,White Credit Card
14,31,13,21,22,25000,Axis,Ace Credit Card
13,2,13,49,22,200000,SBI,Amazon Pay Credit Card
15,0,30,28,26,50000,IDFC First,SimplyCLICK Credit Card
7,3,9,24,57,120000,Standard Chartered,Super Value Titanium Credit Card
0,24,31,27,19,25000,HDFC,Flipkart Axis Bank Credit Card
46,6,28,3,16,25000,Citibank,Coral Credit Card
2,25,14,29,29,200000,ICICI,Amazon Pay Credit Card
58,9,2,26,4,25000,Axis,My Zone Credit Card
1,26,9,37,27,75000,HDFC,Regalia Gold
36,43,4,2,14,120000,Standard Chartered,Ace Credit Card
11,1,36,44,8,25000,Kotak,Flipkart Axis Bank Credit Card
14,7,13,34,32,200000,ICICI,HPCL Super Saver Credit Card
18,16,37,26,3,50000,IDFC First,Vistara Infinite Credit Card
20,13,24,2,41,200000,Kotak,White Credit Card
7,11,22,30,30,50000,IDFC First,First Classic Credit Card
28,16,6,31,19,120000,Citibank,Cashback Credit Card
11,26,26,26,11,200000,HDFC,Tata Neu Infinity Credit Card
17,11,37,19,16,35000,SBI,BPCL Octane Credit Card
31,29,8,14,18,35000,Yes Bank,Flipkart Axis Bank Credit Card
20,18,21,20,21,50000,Citibank,Cashback Credit Card
2,40,7,17,35,120000,Axis,My Zone Credit Card
51,1,18,23,7,75000,Yes Bank,YES First Business Credit Card
17,19,20,27,17,200000,Citibank,Cashback Credit Card
8,8,31,24,29,25000,Citibank,SimplyCLICK Credit Card
5,10,50,25,10,50000,HDFC,Super Value Titanium Credit Card
19,28,18,29,6,200000,Yes Bank,Diners Club Black
14,27,4,43,11,75000,IDFC First,Vistara Infinite Credit Card
22,20,16,22,19,50000,IDFC First,Vistara Infinite Credit Card
5,33,29,13,20,25000,Kotak,Amazon Pay Credit Card
33,21,19,24,3,50000,HDFC,Tata Neu Infinity Credit Card
29,8,33,7,23,35000,Standard Chartered,Super Value Titanium Credit Card
19,1,27,33,19,120000,Axis,Flipkart Axis Bank Credit Card
9,23,23,25,20,50000,Yes Bank,YES First Business Credit Card
22,26,19,18,13,200000,Kotak,League Platinum Credit Card
4,27,34,31,5,200000,Standard Chartered,SimplySAVE Credit Card
33,38,5,10,14,35000,RBL,BankBazaar Credit Card
30,1,29,37,3,35000,IDFC First,First Classic Credit Card
28,2,2,31,36,120000,Yes Bank,YES First Business Credit Card
41,10,36,3,10,75000,RBL,BankBazaar Credit Card
8,33,41,2,15,200000,HDFC,Diners Club Black
19,12,15,24,30,50000,Standard Chartered,Super Value Titanium Credit Card
27,12,1,34,26,35000,Citibank,Cashback Credit Card
22,27,8,18,25,35000,Standard Chartered,Super Value Titanium Credit Card
50,25,12,2,11,50000,RBL,BankBazaar Credit Card
20,22,32,11,14,120000,SBI,SimplyCLICK Credit Card
26,19,8,24,23,50000,Kotak,YES First Business Credit Card
15,7,14,52,13,25000,Axis,Flipkart Axis Bank Credit Card
18,36,32,1,13,75000,IDFC First,First Wealth Credit Card
9,42,22,15,12,25000,Yes Bank,Coral Credit Card
36,27,8,14,15,50000,SBI,SimplySAVE Credit Card
22,1,31,31,15,75000,SBI,Elite Credit Card
9,0,14,51,26,35000,Axis,Flipkart Axis Bank Credit Card
25,35,23,14,4,25000,Kotak,SimplyCLICK Credit Card
26,17,24,28,5,200000,Axis,Ace Credit Card
40,0,14,18,28,25000,RBL,BankBazaar Credit Card
25,8,37,2,28,75000,SBI,BPCL Octane Credit Card
21,39,9,25,6,35000,HDFC,Tata Neu Infinity Credit Card
7,35,28,6,25,35000,RBL,BankBazaar Credit Card
24,19,29,25,4,120000,RBL,BankBazaar Credit Card
11,13,28,32,17,200000,Standard Chartered,Super Value Titanium Credit Card
5,44,4,6,41,35000,SBI,BPCL Octane Credit Card
21,25,5,22,28,25000,RBL,BankBazaar Credit Card
3,28,19,33,19,25000,RBL,BankBazaar Credit Card
23,2,9,45,22,35000,SBI,BPCL Octane Credit Card
7,20,30,24,19,75000,Kotak,White Credit Card
2,23,31,18,26,50000,HDFC,Tata Neu Infinity Credit Card
26,23,22,7,21,75000,HDFC,Tata Neu Infinity Credit Card
35,10,10,14,32,50000,HDFC,Tata Neu Infinity Credit Card
34,35,26,1,4,200000,Citibank,Cashback Credit Card
27,0,30,7,36,75000,Kotak,White Credit Card
6,23,29,36,7,25000,Axis,My Zone Credit Card
30,18,5,22,24,75000,ICICI,Amazon Pay Credit Card
7,27,29,23,14,120000,ICICI,HPCL Super Saver Credit Card
3,33,37,12,15,50000,SBI,BPCL Octane Credit Card
20,21,22,19,18,75000,Yes Bank,YES First Business Credit Card
17,19,34,13,17,25000,Yes Bank,Flipkart Axis Bank Credit Card
2,20,9,40,29,35000,RBL,BankBazaar Credit Card
34,35,10,15,6,50000,Citibank,Cashback Credit Card
30,15,42,6,6,25000,ICICI,HPCL Super Saver Credit Card
12,18,21,20,29,200000,Yes Bank,YES First Business Credit Card
18,5,24,24,29,75000,IDFC First,Vistara Infinite Credit Card
6,25,15,31,23,75000,ICICI,Amazon Pay Credit Card
17,17,30,25,11,75000,Standard Chartered,Super Value Titanium Credit Card
31,12,6,20,32,200000,Standard Chartered,Super Value Titanium Credit Card
19,23,10,25,23,200000,Yes Bank,YES First Business Credit Card
46,23,4,4,23,50000,IDFC First,Vistara Infinite Credit Card
0,5,40,29,26,25000,SBI,BPCL Octane Credit Card
8,21,23,15,33,200000,Yes Bank,YES First Business Credit Card
20,29,1,31,20,50000,HDFC,Millennia Credit Card
31,11,15,20,23,35000,HDFC,Tata Neu Infinity Credit Card
8,31,12,32,17,200000,ICICI,Emerald Private Metal
21,20,24,7,27,50000,Axis,My Zone Credit Card
2,10,40,8,40,25000,Kotak,Cashback Credit Card
39,19,11,26,5,75000,Axis,My Zone Credit Card
3,0,40,26,31,50000,Axis,YES First Business Credit Card
5,31,13,17,34,75000,Kotak,White Credit Card
60,15,0,22,3,75000,SBI,BPCL Octane Credit Card
22,0,23,33,21,35000,Citibank,Cashback Credit Card
3,12,5,34,46,200000,Kotak,League Platinum Credit Card
16,16,2,39,27,35000,RBL,BankBazaar Credit Card
13,28,19,22,17,200000,ICICI,Millennia Credit Card
26,23,26,13,13,75000,SBI,Elite Credit Card
11,29,24,17,18,120000,Axis,Flipkart Axis Bank Credit Card
17,10,22,23,29,25000,SBI,BPCL Octane Credit Card
16,10,39,11,24,35000,HDFC,Tata Neu Infinity Credit Card
10,27,20,22,22,50000,Kotak,League Platinum Credit Card
3,30,26,17,24,50000,Citibank,Cashback Credit Card
17,17,25,17,24,120000,Citibank,Cashback Credit Card
30,20,26,14,10,120000,Yes Bank,YES First Business Credit Card
4,46,27,0,22,50000,Kotak,White Credit Card
23,10,18,17,32,120000,HDFC,Regalia Gold
8,18,26,31,17,75000,SBI,SimplyCLICK Credit Card
1,33,10,55,2,50000,Axis,Ace Credit Card
32,27,15,0,25,120000,IDFC First,Vistara Infinite Credit Card
33,15,14,27,10,120000,ICICI,Amazon Pay Credit Card
12,7,33,13,36,25000,ICICI,Amazon Pay Credit Card
30,2,25,28,15,50000,Kotak,League Platinum Credit Card
42,8,31,13,6,25000,Axis,Flipkart Axis Bank Credit Card
23,21,3,26,26,35000,Yes Bank,Tata Neu Infinity Credit Card
8,15,27,38,12,200000,SBI,SimplySAVE Credit Card
11,29,30,19,11,35000,RBL,BankBazaar Credit Card
37,28,7,19,9,35000,HDFC,HPCL Super Saver Credit Card
22,27,16,25,10,50000,Standard Chartered,Super Value Titanium Credit Card
8,18,25,35,13,35000,SBI,SimplySAVE Credit Card
18,16,21,28,18,35000,Yes Bank,My Zone Credit Card
40,9,16,7,27,50000,SBI,Super Value Titanium Credit Card
11,40,9,10,30,50000,Citibank,Cashback Credit Card
17,5,16,37,24,25000,Standard Chartered,Super Value Titanium Credit Card
36,6,18,36,4,200000,ICICI,Amazon Pay Credit Card
32,11,1,30,27,120000,RBL,BankBazaar Credit Card
21,22,27,2,28,50000,ICICI,Amazon Pay Credit Card
20,26,13,19,23,200000,Standard Chartered,Millennia Credit Card
21,14,9,25,31,75000,IDFC First,First Wealth Credit Card
22,24,18,21,14,25000,Kotak,PVR Platinum Credit Card
19,31,23,3,24,75000,Kotak,SimplyCLICK Credit Card
12,36,1,48,3,50000,Standard Chartered,Tata Neu Infinity Credit Card
23,26,14,10,27,120000,Standard Chartered,Super Value Titanium Credit Card
11,19,31,6,32,35000,Axis,Flipkart Axis Bank Credit Card
11,19,18,16,35,50000,Yes Bank,YES First Business Credit Card
17,13,29,21,21,120000,ICICI,HPCL Super Saver Credit Card
11,15,19,26,29,200000,ICICI,Amazon Pay Credit Card
8,32,22,31,7,75000,SBI,SimplyCLICK Credit Card
8,22,35,4,32,25000,Standard Chartered,Super Value Titanium Credit Card
25,13,0,25,37,50000,Standard Chartered,Super Value Titanium Credit Card
12,2,20,45,21,120000,Standard Chartered,Super Value Titanium Credit Card
31,3,12,27,27,50000,Axis,My Zone Credit Card
0,36,14,14,36,200000,ICICI,Amazon Pay Credit Card
43,34,7,6,9,50000,Kotak,Cashback Credit Card
17,35,29,8,11,200000,Kotak,White Credit Card
20,13,22,16,29,75000,ICICI,Amazon Pay Credit Card
3,4,29,41,24,50000,ICICI,Coral Credit Card
17,15,34,30,5,120000,Standard Chartered,YES First Business Credit Card
17,46,7,8,22,75000,RBL,BankBazaar Credit Card
20,18,11,39,12,25000,RBL,BankBazaar Credit Card
35,11,20,21,13,120000,HDFC,Diners Club Black
36,9,23,12,20,50000,Standard Chartered,Super Value Titanium Credit Card
11,32,6,30,21,120000,ICICI,Amazon Pay Credit Card
22,28,11,22,16,35000,ICICI,Amazon Pay Credit Card
32,3,7,22,37,35000,Citibank,Cashback Credit Card
2,18,25,7,49,25000,SBI,SimplyCLICK Credit Card
26,14,25,22,14,25000,ICICI,HPCL Super Saver Credit Card
11,23,18,13,35,75000,ICICI,HPCL Super Saver Credit Card
17,8,14,54,7,200000,Kotak,PVR Platinum Credit Card
18,16,40,20,6,75000,HDFC,Millennia Credit Card
7,13,31,33,16,25000,ICICI,Amazon Pay Credit Card
6,7,24,31,32,200000,SBI,Elite Credit Card
34,27,16,20,4,50000,RBL,BankBazaar Credit Card
28,18,26,17,10,200000,ICICI,Emerald Private Metal
21,26,22,21,9,25000,Kotak,PVR Platinum Credit Card
12,41,33,4,10,35000,Yes Bank,Tata Neu Infinity Credit Card
22,27,32,11,8,50000,HDFC,Tata Neu Infinity Credit Card
44,12,16,27,1,25000,IDFC First,Super Value Titanium Credit Card
18,18,22,33,9,25000,SBI,SimplySAVE Credit Card
22,8,25,33,12,50000,IDFC First,Vistara Infinite Credit Card
24,19,26,17,13,35000,Yes Bank,Flipkart Axis Bank Credit Card
26,8,25,16,25,120000,RBL,BankBazaar Credit Card
6,30,14,30,20,120000,RBL,BankBazaar Credit Card
33,24,19,8,16,25000,RBL,BankBazaar Credit Card
14,18,35,15,17,35000,RBL,BankBazaar Credit Card
16,12,30,23,20,75000,Citibank,Cashback Credit Card
14,36,12,11,26,200000,HDFC,Tata Neu Infinity Credit Card
22,15,12,24,26,120000,Yes Bank,YES First Business Credit Card
22,30,12,1,35,35000,Standard Chartered,Super Value Titanium Credit Card
15,19,42,22,3,25000,RBL,BankBazaar Credit Card
15,29,21,22,13,200000,Standard Chartered,Super Value Titanium Credit Card
21,22,21,26,10,200000,RBL,BankBazaar Credit Card
22,20,25,24,9,75000,ICICI,Coral Credit Card
42,24,13,12,10,75000,RBL,BankBazaar Credit Card
17,28,4,24,27,120000,Standard Chartered,Super Value Titanium Credit Card
34,22,13,22,7,50000,SBI,BPCL Octane Credit Card
7,16,33,28,17,200000,HDFC,Tata Neu Infinity Credit Card
30,9,32,25,4,25000,Citibank,Amazon Pay Credit Card
11,12,27,5,46,25000,HDFC,My Zone Credit Card
9,33,15,30,13,120000,RBL,BankBazaar Credit Card
28,21,10,1,40,75000,Axis,My Zone Credit Card
40,6,28,14,11,120000,HDFC,Tata Neu Infinity Credit Card
9,8,21,8,55,120000,Kotak,League Platinum Credit Card
26,18,26,2,28,35000,SBI,SimplyCLICK Credit Card
13,29,25,4,30,120000,RBL,BankBazaar Credit Card
19,29,15,23,14,75000,IDFC First,First Classic Credit Card
20,52,1,15,12,75000,HDFC,Tata Neu Infinity Credit Card
44,29,9,14,4,200000,Kotak,PVR Platinum Credit Card
2,15,13,31,39,25000,HDFC,Amazon Pay Credit Card
19,6,51,4,20,25000,SBI,BPCL Octane Credit Card
0,14,45,24,16,200000,RBL,BankBazaar Credit Card
12,38,7,28,16,35000,SBI,BPCL Octane Credit Card
13,50,11,7,21,35000,Axis,Ace Credit Card
32,32,19,8,9,50000,ICICI,Coral Credit Card
21,28,24,26,0,50000,ICICI,HPCL Super Saver Credit Card
30,26,8,22,14,200000,ICICI,Amazon Pay Credit Card
27,25,1,36,11,120000,Standard Chartered,Super Value Titanium Credit Card
22,28,18,28,3,50000,Yes Bank,YES First Business Credit Card
2,24,34,28,13,120000,IDFC First,First Classic Credit Card
28,3,37,22,10,25000,Yes Bank,Amazon Pay Credit Card
9,30,35,22,5,120000,SBI,SimplyCLICK Credit Card
16,18,25,31,10,200000,ICICI,Amazon Pay Credit Card
6,33,41,1,19,50000,SBI,SimplySAVE Credit Card
20,2,37,17,24,120000,Yes Bank,YES First Business Credit Card
3,11,35,26,25,120000,IDFC First,First Classic Credit Card
29,25,14,2,29,120000,SBI,Tata Neu Infinity Credit Card
26,5,18,29,23,35000,Kotak,PVR Platinum Credit Card
13,25,22,20,20,50000,SBI,SimplyCLICK Credit Card
26,18,25,9,21,200000,RBL,BankBazaar Credit Card
10,22,26,9,33,25000,Citibank,Cashback Credit Card
36,15,21,17,12,75000,Kotak,White Credit Card
34,0,16,11,39,200000,Axis,Magnus Credit Card
27,26,23,4,20,50000,RBL,BankBazaar Credit Card
10,21,8,23,38,25000,HDFC,Coral Credit Card
33,12,21,11,23,50000,Kotak,PVR Platinum Credit Card
13,18,38,24,8,200000,Yes Bank,YES First Business Credit Card
17,2,32,27,22,75000,Citibank,Cashback Credit Card
4,60,9,10,17,200000,SBI,SimplyCLICK Credit Card
24,18,22,18,18,35000,IDFC First,First Classic Credit Card
28,26,15,6,26,35000,ICICI,Amazon Pay Credit Card
11,29,13,10,36,35000,ICICI,Amazon Pay Credit Card
16,7,0,42,34,35000,Yes Bank,Millennia Credit Card
1,23,38,9,29,35000,Citibank,Cashback Credit Card
15,33,8,33,11,200000,HDFC,Vistara Infinite Credit Card
21,31,22,7,18,200000,Citibank,Cashback Credit Card
18,27,39,0,16,120000,Yes Bank,YES First Business Credit Card
19,26,5,34,15,25000,Standard Chartered,Super Value Titanium Credit Card
39,6,28,6,21,50000,Standard Chartered,Super Value Titanium Credit Card
26,25,9,24,17,200000,RBL,BankBazaar Credit Card
25,12,42,9,12,35000,ICICI,HPCL Super Saver Credit Card
12,2,30,27,28,25000,Kotak,HPCL Super Saver Credit Card
39,3,31,25,3,50000,RBL,BankBazaar Credit Card
14,25,17,11,33,120000,HDFC,Regalia Gold
19,23,27,12,19,200000,HDFC,Diners Club Black
